locus_tag	ftype	length_bp	gene	EC_number	COG	product
CCJFCDPA_00001	CDS	621				hypothetical protein
CCJFCDPA_00002	CDS	810				hypothetical protein
CCJFCDPA_00003	CDS	1422	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
CCJFCDPA_00004	CDS	675				hypothetical protein
CCJFCDPA_00005	CDS	609	mog	2.7.7.75	COG0521	Molybdopterin adenylyltransferase
CCJFCDPA_00006	CDS	1098	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
CCJFCDPA_00007	CDS	663	nbzA	1.7.1.16		Nitrobenzene nitroreductase
CCJFCDPA_00008	CDS	792	cysE	2.3.1.30	COG1045	Serine acetyltransferase
CCJFCDPA_00009	CDS	783	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
CCJFCDPA_00010	CDS	945	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
CCJFCDPA_00011	CDS	600				hypothetical protein
CCJFCDPA_00012	CDS	1815	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
CCJFCDPA_00013	CDS	1083	takP		COG4663	Alpha-keto acid-binding periplasmic protein TakP
CCJFCDPA_00014	CDS	1890	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
CCJFCDPA_00015	CDS	894		2.5.1.10		Farnesyl diphosphate synthase
CCJFCDPA_00016	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
CCJFCDPA_00017	CDS	1140	yeaW	1.14.13.-	COG4638	Carnitine monooxygenase oxygenase subunit
CCJFCDPA_00018	CDS	912				hypothetical protein
CCJFCDPA_00019	CDS	387				hypothetical protein
CCJFCDPA_00020	CDS	900	sseB	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase SseB
CCJFCDPA_00021	CDS	1437	araE_1	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase
CCJFCDPA_00022	CDS	2508	comEC		COG0658	ComE operon protein 3
CCJFCDPA_00023	CDS	459				hypothetical protein
CCJFCDPA_00024	CDS	288				hypothetical protein
CCJFCDPA_00025	CDS	2349	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
CCJFCDPA_00026	CDS	918	yhcG	3.1.-.-	COG4804	Putative nuclease YhcG
CCJFCDPA_00027	CDS	2706				hypothetical protein
CCJFCDPA_00028	CDS	225				hypothetical protein
CCJFCDPA_00029	CDS	525				hypothetical protein
CCJFCDPA_00030	CDS	1611				hypothetical protein
CCJFCDPA_00031	CDS	330				hypothetical protein
CCJFCDPA_00032	CDS	246				hypothetical protein
CCJFCDPA_00033	CDS	264				hypothetical protein
CCJFCDPA_00034	CDS	300				hypothetical protein
CCJFCDPA_00035	CDS	1977	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
CCJFCDPA_00036	CDS	1218	sauU			putative sulfoacetate transporter SauU
CCJFCDPA_00037	CDS	129				hypothetical protein
CCJFCDPA_00038	CDS	552				hypothetical protein
CCJFCDPA_00039	CDS	912	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CCJFCDPA_00040	CDS	1089			COG3317	putative protein
CCJFCDPA_00041	CDS	339				hypothetical protein
CCJFCDPA_00042	CDS	519				hypothetical protein
CCJFCDPA_00043	CDS	1116	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
CCJFCDPA_00044	CDS	525	slyD_1	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
CCJFCDPA_00045	CDS	447	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
CCJFCDPA_00046	CDS	393				hypothetical protein
CCJFCDPA_00047	CDS	1233	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
CCJFCDPA_00048	CDS	1647	pyrG	6.3.4.2	COG0504	CTP synthase
CCJFCDPA_00049	CDS	858	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
CCJFCDPA_00050	CDS	1287	eno	4.2.1.11		Enolase
CCJFCDPA_00051	CDS	288	ftsB		COG2919	Cell division protein FtsB
CCJFCDPA_00052	CDS	777	hisP		COG4598	Histidine transport ATP-binding protein HisP
CCJFCDPA_00053	CDS	714	hisM		COG4160	Histidine transport system permease protein HisM
CCJFCDPA_00054	CDS	690	hisQ		COG4215	Histidine transport system permease protein HisQ
CCJFCDPA_00055	CDS	762	hisJ		COG0834	Histidine-binding periplasmic protein
CCJFCDPA_00056	CDS	987	hslO		COG1281	33 kDa chaperonin
CCJFCDPA_00057	CDS	525	yrdA		COG0663	Protein YrdA
CCJFCDPA_00058	CDS	732				hypothetical protein
CCJFCDPA_00059	CDS	1275	cdgJ_1	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
CCJFCDPA_00060	CDS	1275	cdgJ_2	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
CCJFCDPA_00061	CDS	900	xerD_1		COG4974	Tyrosine recombinase XerD
CCJFCDPA_00062	CDS	963				hypothetical protein
CCJFCDPA_00063	CDS	918				hypothetical protein
CCJFCDPA_00064	CDS	1077	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
CCJFCDPA_00065	CDS	474	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
CCJFCDPA_00066	CDS	1386	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
CCJFCDPA_00067	CDS	1581	cutM_1	1.2.5.3		Carbon monoxide dehydrogenase medium chain
CCJFCDPA_00068	CDS	2430	xdhA	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
CCJFCDPA_00069	CDS	996	nodD2			Nodulation protein D 2
CCJFCDPA_00070	CDS	1356	adeQ		COG2252	Adenine permease AdeQ
CCJFCDPA_00071	CDS	1281	guaD	3.5.4.3	COG0402	Guanine deaminase
CCJFCDPA_00072	CDS	723	dedA		COG0586	Protein DedA
CCJFCDPA_00073	CDS	267				hypothetical protein
CCJFCDPA_00074	CDS	1992	mutL			DNA mismatch repair protein MutL
