locus_tag	ftype	length_bp	gene	EC_number	COG	product
KJPMBPGG_00001	CDS	939	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
KJPMBPGG_00002	CDS	1473	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
KJPMBPGG_00003	CDS	1092	ltaE	4.1.2.48		Low specificity L-threonine aldolase
KJPMBPGG_00004	CDS	579	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
KJPMBPGG_00005	CDS	1047	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
KJPMBPGG_00006	CDS	360	yqjZ		COG2329	putative protein YqjZ
KJPMBPGG_00007	CDS	795	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
KJPMBPGG_00008	CDS	723	pgpC	3.1.3.27	COG0560	Phosphatidylglycerophosphatase C
KJPMBPGG_00009	CDS	375				hypothetical protein
KJPMBPGG_00010	CDS	1695	virD4			Protein VirD4
KJPMBPGG_00011	CDS	591				hypothetical protein
KJPMBPGG_00012	CDS	417				hypothetical protein
KJPMBPGG_00013	CDS	930	ptlE		COG3736	Type IV secretion system protein PtlE
KJPMBPGG_00014	CDS	762	ptlF		COG3504	Type IV secretion system protein PtlF
KJPMBPGG_00015	CDS	1200			COG2948	Type IV secretion system protein virB10
KJPMBPGG_00016	CDS	1038				Type IV secretion system protein VirB11
KJPMBPGG_00017	CDS	831	virB1			Type IV secretion system protein virB1
KJPMBPGG_00018	CDS	375	virB2			Type IV secretion system protein virB2
KJPMBPGG_00019	CDS	315	virB3			Type IV secretion system protein virB3
KJPMBPGG_00020	CDS	2475	virB4			Type IV secretion system protein virB4
KJPMBPGG_00021	CDS	657				hypothetical protein
KJPMBPGG_00022	CDS	1059				hypothetical protein
KJPMBPGG_00023	CDS	228				hypothetical protein
KJPMBPGG_00024	CDS	870				hypothetical protein
KJPMBPGG_00025	CDS	1836	nlpD_1		COG0739	Murein hydrolase activator NlpD
KJPMBPGG_00026	CDS	558				hypothetical protein
KJPMBPGG_00027	CDS	1221				hypothetical protein
KJPMBPGG_00028	CDS	687	clp		COG0664	CRP-like protein Clp
KJPMBPGG_00029	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
KJPMBPGG_00030	CDS	321	sugE			Quaternary ammonium compound-resistance protein SugE
KJPMBPGG_00031	CDS	642	coq7_1	1.14.13.-	COG2941	2-nonaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase
KJPMBPGG_00032	CDS	429	rplM		COG0102	50S ribosomal protein L13
