locus_tag	ftype	length_bp	gene	EC_number	COG	product
FOKGGNJO_00001	CDS	441	mprA		COG1846	Transcriptional repressor MprA
FOKGGNJO_00002	CDS	1470				hypothetical protein
FOKGGNJO_00003	CDS	549	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
FOKGGNJO_00004	CDS	1641	oxyL	1.14.13.232		6-methylpretetramide 4-monooxygenase
FOKGGNJO_00005	CDS	210				hypothetical protein
FOKGGNJO_00006	CDS	1605				hypothetical protein
FOKGGNJO_00007	CDS	2256				hypothetical protein
FOKGGNJO_00008	CDS	1101				hypothetical protein
FOKGGNJO_00009	rRNA	891				23S ribosomal RNA (partial)
FOKGGNJO_00010	rRNA	107				5S ribosomal RNA
FOKGGNJO_00011	CDS	750				hypothetical protein
FOKGGNJO_00012	CDS	870				hypothetical protein
FOKGGNJO_00013	CDS	240				hypothetical protein
FOKGGNJO_00014	CDS	171				hypothetical protein
FOKGGNJO_00015	CDS	141				hypothetical protein
FOKGGNJO_00016	CDS	603				hypothetical protein
FOKGGNJO_00017	CDS	2310	bfrD_1		COG4774	putative TonB-dependent receptor BfrD
FOKGGNJO_00018	CDS	420	exbD_1		COG0848	Biopolymer transport protein ExbD
FOKGGNJO_00019	CDS	753	tolQ_1		COG0811	Protein TolQ
FOKGGNJO_00020	CDS	729				hypothetical protein
FOKGGNJO_00021	CDS	2061	fusA_1		COG0480	Elongation factor G
FOKGGNJO_00022	CDS	1176				hypothetical protein
FOKGGNJO_00023	CDS	1071		1.13.12.16	COG2070	Nitronate monooxygenase
FOKGGNJO_00024	CDS	876				hypothetical protein
FOKGGNJO_00025	CDS	339				hypothetical protein
FOKGGNJO_00026	CDS	489				hypothetical protein
FOKGGNJO_00027	CDS	3987	cobN	6.6.1.2		Aerobic cobaltochelatase subunit CobN
FOKGGNJO_00028	CDS	2340	tbp1			Transferrin-binding protein 1
FOKGGNJO_00029	CDS	405				hypothetical protein
FOKGGNJO_00030	tRNA	79				tRNA-Thr(cgt)
FOKGGNJO_00031	CDS	663				hypothetical protein
FOKGGNJO_00032	CDS	531				hypothetical protein
FOKGGNJO_00033	CDS	258				hypothetical protein
FOKGGNJO_00034	CDS	1236	hutI_1	3.5.2.7	COG1228	Imidazolonepropionase
FOKGGNJO_00035	CDS	1212	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
FOKGGNJO_00036	CDS	753	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
FOKGGNJO_00037	CDS	1332	macA_1		COG0845	Macrolide export protein MacA
FOKGGNJO_00038	CDS	1473	srpC_1			Solvent efflux pump outer membrane protein SrpC
FOKGGNJO_00039	CDS	1491	amn	3.2.2.4	COG0775	AMP nucleosidase
FOKGGNJO_00040	CDS	687				hypothetical protein
FOKGGNJO_00041	CDS	1110	mnmA	2.8.1.13	COG0482	tRNA-specific 2-thiouridylase MnmA
FOKGGNJO_00042	CDS	501	nudJ	3.6.1.-		Phosphatase NudJ
FOKGGNJO_00043	CDS	1116	pntAA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha part 1
FOKGGNJO_00044	CDS	321	pntA	1.6.1.2	COG3288	NAD(P) transhydrogenase subunit alpha
FOKGGNJO_00045	CDS	180				hypothetical protein
FOKGGNJO_00046	CDS	1425	pntB	1.6.1.2	COG1282	NAD(P) transhydrogenase subunit beta
FOKGGNJO_00047	CDS	504				hypothetical protein
FOKGGNJO_00048	CDS	723				hypothetical protein
FOKGGNJO_00049	CDS	2910			COG2771	Putative HTH-type transcriptional regulator
FOKGGNJO_00050	CDS	462				hypothetical protein
FOKGGNJO_00051	CDS	315				hypothetical protein
FOKGGNJO_00052	CDS	5544				hypothetical protein
FOKGGNJO_00053	CDS	3066			COG2771	Putative HTH-type transcriptional regulator
FOKGGNJO_00054	CDS	1668	fadD_1	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
FOKGGNJO_00055	CDS	351				hypothetical protein
FOKGGNJO_00056	CDS	747	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
FOKGGNJO_00057	CDS	453				hypothetical protein
FOKGGNJO_00058	CDS	960				hypothetical protein
FOKGGNJO_00059	CDS	450				hypothetical protein
FOKGGNJO_00060	CDS	918				hypothetical protein
FOKGGNJO_00061	CDS	672				hypothetical protein
FOKGGNJO_00062	CDS	1242	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
FOKGGNJO_00063	CDS	1572	rpoN		COG1508	RNA polymerase sigma-54 factor
FOKGGNJO_00064	CDS	762	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
FOKGGNJO_00065	CDS	621	lptA		COG1934	Lipopolysaccharide export system protein LptA
FOKGGNJO_00066	CDS	660	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
FOKGGNJO_00067	CDS	618	ftsN			Cell division protein FtsN
FOKGGNJO_00068	CDS	1716	argS	6.1.1.19		Arginine--tRNA ligase
FOKGGNJO_00069	CDS	1356	pknB_1	2.7.11.1	COG0515	Serine/threonine-protein kinase PknB
FOKGGNJO_00070	CDS	339				hypothetical protein
FOKGGNJO_00071	CDS	909	dmlR_1			HTH-type transcriptional regulator DmlR
FOKGGNJO_00072	CDS	2193	glcB	2.3.3.9	COG2225	Malate synthase G
FOKGGNJO_00073	CDS	1320	pgtC		COG1840	Phosphoglycerate transport regulatory protein PgtC
FOKGGNJO_00074	CDS	1740	modB_1		COG4149	Molybdenum transport system permease protein ModB
FOKGGNJO_00075	CDS	1107	potA_1	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
FOKGGNJO_00076	CDS	375	ble			Bleomycin resistance protein
FOKGGNJO_00077	CDS	381				hypothetical protein
FOKGGNJO_00078	CDS	375	dksA_1			RNA polymerase-binding transcription factor DksA
FOKGGNJO_00079	CDS	1224	menJ	1.3.99.38	COG0644	Menaquinone reductase
FOKGGNJO_00080	CDS	762	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
