locus_tag	ftype	length_bp	gene	EC_number	COG	product
IGAAFEPF_00001	CDS	762				hypothetical protein
IGAAFEPF_00002	CDS	1368	rip1	3.4.24.-		Zinc metalloprotease Rip1
IGAAFEPF_00003	CDS	969				hypothetical protein
IGAAFEPF_00004	CDS	549				hypothetical protein
IGAAFEPF_00005	CDS	1176	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
IGAAFEPF_00006	CDS	357				hypothetical protein
IGAAFEPF_00007	CDS	486		3.1.27.3		Guanyl-specific ribonuclease St
IGAAFEPF_00008	CDS	1236				hypothetical protein
IGAAFEPF_00009	CDS	696				hypothetical protein
IGAAFEPF_00010	CDS	1464	sad	1.2.1.16		Succinate-semialdehyde dehydrogenase
IGAAFEPF_00011	CDS	1059	pah	3.5.3.22	COG0010	Proclavaminate amidinohydrolase
IGAAFEPF_00012	CDS	1299		1.5.1.43	COG1748	Carboxynorspermidine synthase
IGAAFEPF_00013	CDS	864	ydcV			Inner membrane ABC transporter permease protein YdcV
IGAAFEPF_00014	CDS	909	potH		COG1176	Putrescine transport system permease protein PotH
IGAAFEPF_00015	CDS	1167	potA_1	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
IGAAFEPF_00016	CDS	1236	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
IGAAFEPF_00017	CDS	1446	prr_1	1.2.1.19	COG1012	Gamma-aminobutyraldehyde dehydrogenase
IGAAFEPF_00018	CDS	477	asnC_1		COG1522	Regulatory protein AsnC
IGAAFEPF_00019	CDS	1401		2.6.1.-	COG0161	putative aminotransferase
IGAAFEPF_00020	CDS	1272	puuB	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
IGAAFEPF_00021	CDS	546				hypothetical protein
IGAAFEPF_00022	CDS	270				hypothetical protein
IGAAFEPF_00023	CDS	1206				hypothetical protein
IGAAFEPF_00024	CDS	1119				hypothetical protein
IGAAFEPF_00025	CDS	891		2.7.4.1	COG2326	Polyphosphate:ADP phosphotransferase
IGAAFEPF_00026	CDS	1200				hypothetical protein
IGAAFEPF_00027	CDS	987	viuB		COG2375	Vibriobactin utilization protein ViuB
IGAAFEPF_00028	CDS	855	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
IGAAFEPF_00029	CDS	1044	yfhA		COG0609	putative siderophore transport system permease protein YfhA
IGAAFEPF_00030	CDS	990	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
IGAAFEPF_00031	CDS	1056	yfmC		COG4594	Fe(3+)-citrate-binding protein YfmC
IGAAFEPF_00032	CDS	1407	glyQS	6.1.1.14	COG0423	Glycine--tRNA ligase
IGAAFEPF_00033	CDS	1227	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
IGAAFEPF_00034	CDS	879	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
IGAAFEPF_00035	CDS	558	frr		COG0233	Ribosome-recycling factor
IGAAFEPF_00036	CDS	768	pyrH	2.7.4.22	COG0528	Uridylate kinase
IGAAFEPF_00037	CDS	336				hypothetical protein
IGAAFEPF_00038	CDS	537				hypothetical protein
IGAAFEPF_00039	CDS	375				hypothetical protein
IGAAFEPF_00040	CDS	639				hypothetical protein
IGAAFEPF_00041	CDS	156				hypothetical protein
IGAAFEPF_00042	CDS	828	tsf		COG0264	Elongation factor Ts
IGAAFEPF_00043	CDS	900	rpsB		COG0052	30S ribosomal protein S2
IGAAFEPF_00044	CDS	843	end	3.1.21.2	COG0648	putative endonuclease 4
IGAAFEPF_00045	CDS	588	nlpD			Murein hydrolase activator NlpD
IGAAFEPF_00046	CDS	1188	dapC	2.6.1.17		putative N-succinyldiaminopimelate aminotransferase DapC
IGAAFEPF_00047	CDS	558				hypothetical protein
IGAAFEPF_00048	CDS	966	xerC_1		COG0582	Tyrosine recombinase XerC
IGAAFEPF_00049	CDS	1113	dprA_1		COG0758	Putative DNA processing protein DprA
IGAAFEPF_00050	CDS	1551	comM		COG0606	Competence protein ComM
IGAAFEPF_00051	CDS	375				hypothetical protein
IGAAFEPF_00052	CDS	315				putative protein
IGAAFEPF_00053	CDS	756	rnhB	3.1.26.4	COG0164	Ribonuclease HII
IGAAFEPF_00054	CDS	807	lepB_1	3.4.21.89	COG0681	Signal peptidase I
IGAAFEPF_00055	CDS	726	lepB_2	3.4.21.89	COG0681	Signal peptidase I
IGAAFEPF_00056	CDS	354	rplS		COG0335	50S ribosomal protein L19
IGAAFEPF_00057	CDS	828	fetB		COG0390	putative iron export permease protein FetB
IGAAFEPF_00058	CDS	1272	trmD	2.1.1.228	COG0336	tRNA (guanine-N(1)-)-methyltransferase
IGAAFEPF_00059	CDS	606	rimM		COG0806	Ribosome maturation factor RimM
IGAAFEPF_00060	CDS	681	walR_1		COG0745	Transcriptional regulatory protein WalR
IGAAFEPF_00061	CDS	2625	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
IGAAFEPF_00062	CDS	249				hypothetical protein
IGAAFEPF_00063	CDS	513	rpsP		COG0228	30S ribosomal protein S16
IGAAFEPF_00064	CDS	465			COG1959	Putative HTH-type transcriptional regulator
IGAAFEPF_00065	CDS	924				hypothetical protein
IGAAFEPF_00066	CDS	1077			COG1228	putative protein
IGAAFEPF_00067	CDS	990				hypothetical protein
IGAAFEPF_00068	CDS	432	arsC1	2.8.4.2	COG0394	Arsenate-mycothiol transferase ArsC1
IGAAFEPF_00069	CDS	1092	acr3		COG0798	Arsenical-resistance protein Acr3
IGAAFEPF_00070	CDS	873	arsM	2.1.1.137		Arsenite methyltransferase
IGAAFEPF_00071	CDS	333	arsR1		COG0640	Arsenic resistance transcriptional regulator ArsR1
IGAAFEPF_00072	CDS	813	ybfF	3.1.-.-	COG0596	Esterase YbfF
IGAAFEPF_00073	CDS	1611	ffh		COG0541	Signal recognition particle protein
IGAAFEPF_00074	CDS	2340	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
IGAAFEPF_00075	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
IGAAFEPF_00076	CDS	1401	amt			Ammonia channel
IGAAFEPF_00077	CDS	426				hypothetical protein
IGAAFEPF_00078	CDS	855				hypothetical protein
IGAAFEPF_00079	CDS	468				hypothetical protein
IGAAFEPF_00080	CDS	1206	ftsY		COG0552	Signal recognition particle receptor FtsY
IGAAFEPF_00081	CDS	252				hypothetical protein
IGAAFEPF_00082	CDS	459				hypothetical protein
IGAAFEPF_00083	CDS	3549	smc		COG1196	Chromosome partition protein Smc
IGAAFEPF_00084	CDS	411	tyrA_1		COG0287	T-protein
IGAAFEPF_00085	CDS	294	acyP	3.6.1.7	COG1254	Acylphosphatase
IGAAFEPF_00086	CDS	1914	oatA_1	2.3.1.-		O-acetyltransferase OatA
IGAAFEPF_00087	CDS	1824				hypothetical protein
IGAAFEPF_00088	CDS	234				hypothetical protein
IGAAFEPF_00089	CDS	399		2.3.1.-		Acetyltransferase
IGAAFEPF_00090	CDS	876	fpg1	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase 1
IGAAFEPF_00091	CDS	747	rnc	3.1.26.3	COG0571	Ribonuclease 3
IGAAFEPF_00092	CDS	195	rpmF			50S ribosomal protein L32
IGAAFEPF_00093	CDS	588			COG1399	putative protein
IGAAFEPF_00094	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
IGAAFEPF_00095	CDS	612	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
IGAAFEPF_00096	CDS	2163	recG	3.6.4.12		ATP-dependent DNA helicase RecG
IGAAFEPF_00097	CDS	195	rpmB		COG0227	50S ribosomal protein L28
IGAAFEPF_00098	CDS	1050	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
IGAAFEPF_00099	CDS	234				hypothetical protein
IGAAFEPF_00100	CDS	372				hypothetical protein
IGAAFEPF_00101	CDS	1131	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
IGAAFEPF_00102	CDS	1080	metC	4.4.1.8	COG0626	Cystathionine beta-lyase
IGAAFEPF_00103	CDS	759	plsC_1	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
IGAAFEPF_00104	CDS	621	cofC	2.7.7.68	COG1920	2-phospho-L-lactate guanylyltransferase
IGAAFEPF_00105	CDS	222				hypothetical protein
IGAAFEPF_00106	CDS	573	hup			DNA-binding protein HU 
IGAAFEPF_00107	CDS	594	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
IGAAFEPF_00108	CDS	1395	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
IGAAFEPF_00109	CDS	753	rhmR		COG1414	putative HTH-type transcriptional regulator RhmR
IGAAFEPF_00110	tRNA	74				tRNA-Glu(ctc)
IGAAFEPF_00111	tRNA	73				tRNA-Gln(ctg)
IGAAFEPF_00112	CDS	549				hypothetical protein
IGAAFEPF_00113	CDS	1518	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
IGAAFEPF_00114	CDS	771	yisK_1		COG0179	putative protein YisK
IGAAFEPF_00115	CDS	855				hypothetical protein
IGAAFEPF_00116	CDS	747				hypothetical protein
IGAAFEPF_00117	CDS	1170	rtcB	6.5.1.-	COG1690	RNA-splicing ligase RtcB
IGAAFEPF_00118	CDS	1593	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
IGAAFEPF_00119	CDS	1098	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
IGAAFEPF_00120	CDS	471				hypothetical protein
IGAAFEPF_00121	CDS	774		2.4.2.-	COG2071	Putative glutamine amidotransferase
IGAAFEPF_00122	CDS	777	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
IGAAFEPF_00123	CDS	1389	feaB	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
IGAAFEPF_00124	CDS	1371	ipuC	6.3.2.-		Glutamate--isopropylamine ligase
IGAAFEPF_00125	CDS	786	lldR		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
IGAAFEPF_00126	CDS	1983	abo_1	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
IGAAFEPF_00127	CDS	519	abo_2	1.5.3.19		4-methylaminobutanoate oxidase (formaldehyde-forming)
IGAAFEPF_00128	CDS	783				hypothetical protein
IGAAFEPF_00129	CDS	1452				hypothetical protein
IGAAFEPF_00130	CDS	1050	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
IGAAFEPF_00131	CDS	357	yurK		COG2188	putative HTH-type transcriptional regulator YurK
IGAAFEPF_00132	CDS	891	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
IGAAFEPF_00133	CDS	717				hypothetical protein
IGAAFEPF_00134	CDS	1590	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
IGAAFEPF_00135	CDS	525				hypothetical protein
IGAAFEPF_00136	CDS	759				hypothetical protein
IGAAFEPF_00137	CDS	1500	phnA	3.11.1.2		Phosphonoacetate hydrolase
IGAAFEPF_00138	CDS	384	whiB7			putative transcriptional regulator WhiB7
IGAAFEPF_00139	CDS	171				hypothetical protein
IGAAFEPF_00140	CDS	2184	uvrD2	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD2
IGAAFEPF_00141	CDS	258		1.-.-.-	COG0695	Putative glutaredoxin.1
IGAAFEPF_00142	CDS	909				hypothetical protein
IGAAFEPF_00143	CDS	921	nudC	3.6.1.22	COG2816	NADH pyrophosphatase
IGAAFEPF_00144	CDS	1821	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
IGAAFEPF_00145	CDS	216				hypothetical protein
IGAAFEPF_00146	CDS	801				hypothetical protein
IGAAFEPF_00147	CDS	897	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
IGAAFEPF_00148	CDS	1305	liaS_1	2.7.13.3	COG4585	Sensor histidine kinase LiaS
IGAAFEPF_00149	CDS	690	liaR_1		COG2197	Transcriptional regulatory protein LiaR
IGAAFEPF_00150	CDS	696	nucS_1	3.1.-.-	COG1637	Endonuclease NucS
IGAAFEPF_00151	CDS	606	pspB	3.1.3.3	COG0406	Putative phosphoserine phosphatase 2
IGAAFEPF_00152	CDS	2034	scpA_1	5.4.99.2	COG1884	Methylmalonyl-CoA mutase
IGAAFEPF_00153	CDS	348	rsbV_1		COG1366	Anti-sigma-B factor antagonist
IGAAFEPF_00154	CDS	663		2.5.1.17	COG2096	Cob(I)yrinic acid a,c-diamide adenosyltransferase
IGAAFEPF_00155	CDS	432				hypothetical protein
IGAAFEPF_00156	CDS	270	atpC		COG0355	ATP synthase epsilon chain
IGAAFEPF_00157	CDS	1458	atpD	3.6.3.14		ATP synthase subunit beta
IGAAFEPF_00158	CDS	903	atpG			ATP synthase gamma chain
IGAAFEPF_00159	CDS	1635	atpA	3.6.3.14		ATP synthase subunit alpha
IGAAFEPF_00160	CDS	810	atpH			ATP synthase subunit delta
IGAAFEPF_00161	CDS	603	atpF		COG0711	ATP synthase subunit b
IGAAFEPF_00162	CDS	207	atpE		COG0636	ATP synthase subunit c
IGAAFEPF_00163	CDS	816	atpB		COG0356	ATP synthase subunit a
IGAAFEPF_00164	CDS	243				hypothetical protein
IGAAFEPF_00165	CDS	483				hypothetical protein
IGAAFEPF_00166	CDS	1122	wecA	2.7.8.35	COG0472	Decaprenyl-phosphate N-acetylglucosaminephosphotransferase
IGAAFEPF_00167	CDS	1269	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
IGAAFEPF_00168	CDS	711		2.7.7.87	COG0009	Putative threonylcarbamoyl-AMP synthase
IGAAFEPF_00169	CDS	129				hypothetical protein
IGAAFEPF_00170	CDS	420				hypothetical protein
IGAAFEPF_00171	CDS	867	prmC	2.1.1.297	COG2890	Release factor glutamine methyltransferase
IGAAFEPF_00172	CDS	1077	prfA		COG0216	Peptide chain release factor 1
IGAAFEPF_00173	CDS	216	rpmE		COG0254	50S ribosomal protein L31
IGAAFEPF_00174	CDS	600				hypothetical protein
IGAAFEPF_00175	CDS	2067	rho	3.6.4.-		Transcription termination factor Rho
IGAAFEPF_00176	CDS	969	thrB	2.7.1.39	COG0083	Homoserine kinase
IGAAFEPF_00177	CDS	1098	thrC	4.2.3.1	COG0498	Threonine synthase
IGAAFEPF_00178	CDS	1338	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
IGAAFEPF_00179	CDS	1437	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
IGAAFEPF_00180	CDS	1647	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
IGAAFEPF_00181	tRNA	75				tRNA-Arg(ccg)
IGAAFEPF_00182	CDS	1035			COG1253	putative protein
IGAAFEPF_00183	CDS	1344				hypothetical protein
IGAAFEPF_00184	CDS	972	yxlF_2	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
IGAAFEPF_00185	CDS	837				hypothetical protein
IGAAFEPF_00186	CDS	3855	kgd	2.2.1.5	COG0508	Multifunctional 2-oxoglutarate metabolism enzyme
IGAAFEPF_00187	CDS	186				hypothetical protein
IGAAFEPF_00188	CDS	567	ywle	3.9.1.2		Protein-arginine-phosphatase
IGAAFEPF_00189	CDS	366	algA_1		COG0662	Alginate biosynthesis protein AlgA
IGAAFEPF_00190	CDS	1194		1.1.1.38		NAD-dependent malic enzyme
IGAAFEPF_00191	CDS	306				hypothetical protein
IGAAFEPF_00192	CDS	399	sodN	1.15.1.1		Superoxide dismutase [Ni]
IGAAFEPF_00193	CDS	1278		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
IGAAFEPF_00194	CDS	1299				hypothetical protein
IGAAFEPF_00195	CDS	231				hypothetical protein
IGAAFEPF_00196	CDS	264	rsrA			Anti-sigma factor RsrA
IGAAFEPF_00197	CDS	702	sigR		COG1595	ECF RNA polymerase sigma factor SigR
IGAAFEPF_00198	CDS	2112	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
IGAAFEPF_00199	CDS	714				hypothetical protein
IGAAFEPF_00200	CDS	1134	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
IGAAFEPF_00201	CDS	1035	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
IGAAFEPF_00202	CDS	981	gsiD		COG1173	Glutathione transport system permease protein GsiD
IGAAFEPF_00203	CDS	1008	dppB_1		COG0601	Dipeptide transport system permease protein DppB
IGAAFEPF_00204	CDS	1695	dppA		COG0747	Periplasmic dipeptide transport protein
IGAAFEPF_00205	CDS	570	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
IGAAFEPF_00206	CDS	1230			COG4962	Putative conjugal transfer protein
IGAAFEPF_00207	CDS	873				hypothetical protein
IGAAFEPF_00208	CDS	951				hypothetical protein
IGAAFEPF_00209	CDS	216				hypothetical protein
IGAAFEPF_00210	CDS	408				hypothetical protein
IGAAFEPF_00211	CDS	462				hypothetical protein
IGAAFEPF_00212	CDS	492				hypothetical protein
IGAAFEPF_00213	CDS	276				hypothetical protein
IGAAFEPF_00214	CDS	435				hypothetical protein
IGAAFEPF_00215	CDS	342				hypothetical protein
IGAAFEPF_00216	CDS	297				hypothetical protein
IGAAFEPF_00217	CDS	345				hypothetical protein
IGAAFEPF_00218	CDS	690	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
IGAAFEPF_00219	CDS	1038	vgb_1	4.2.99.-		Virginiamycin B lyase
IGAAFEPF_00220	CDS	549				hypothetical protein
IGAAFEPF_00221	CDS	543				hypothetical protein
IGAAFEPF_00222	CDS	333				hypothetical protein
