"bin1","bin2","ANI1","ANI2","AF1","AF2","classf1","size1","completeness1","redundancy1","classf2","size2","completeness2","redundancy2","contigL50.1","contigL50.2"
"3300009517-bin.15","3300026288-bin.32",99.92,99.92,0.91,0.66,"'p__Bacteroidetes'",4.296524,74.8707370737074,1.73267326732673,"'p__Bacteroidetes'",5.939362,97.029702970297,0.99009900990099,"6075","261034"
"3300009517-bin.19","3300026282-bin.11",99.83,99.83,0.55,0.96,"'f__Comamonadaceae'",3.940028,99.6904024767802,1.04231166150671,"'f__Comamonadaceae'",2.222644,63.8880110188663,1.23839009287926,"152627","4741"
"3300009517-bin.19","3300026284-bin.18",99.01,99.01,0.84,0.94,"'f__Comamonadaceae'",3.940028,99.6904024767802,1.04231166150671,"'f__Comamonadaceae'",3.458563,94.3319211341046,2.43550051599587,"152627","18742"
"3300009517-bin.19","3300026302-bin.10",99.99,99.99,0.98,0.99,"'f__Comamonadaceae'",3.940028,99.6904024767802,1.04231166150671,"'f__Comamonadaceae'",3.876006,99.9484004127967,1.04231166150671,"152627","190275"
"3300009517-bin.20","3300026282-bin.15",99.96,99.96,0.98,0.97,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'o__Actinomycetales'",3.093982,98.018018018018,0.540540540540541,"65660","126231"
"3300009517-bin.20","3300026283-bin.10",99.96,99.96,0.98,0.97,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'o__Actinomycetales'",3.10017,98.018018018018,0.540540540540541,"65660","135323"
"3300009517-bin.20","3300026286-bin.24",99.96,99.96,0.98,0.98,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'o__Actinomycetales'",3.05691,98.018018018018,0.540540540540541,"65660","119990"
"3300009517-bin.20","3300026287-bin.39",99.96,99.96,0.98,0.97,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'o__Actinomycetales'",3.089216,98.018018018018,0.540540540540541,"65660","143729"
"3300009517-bin.20","3300026288-bin.39",99.96,99.96,0.97,0.97,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'o__Actinomycetales'",3.067318,95.8558558558559,0.585585585585586,"65660","156346"
"3300009517-bin.20","3300026289-bin.16",99.94,99.95,0.51,0.94,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'k__Bacteria'",1.66391,46.7241379310345,0,"65660","4483"
"3300009517-bin.20","3300026299-bin.22",99.96,99.96,0.98,0.97,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'o__Actinomycetales'",3.08373,98.018018018018,0.540540540540541,"65660","156535"
"3300009517-bin.20","3300026302-bin.26",99.96,99.96,0.98,0.96,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'o__Actinomycetales'",3.142539,98.018018018018,0.617760617760618,"65660","135323"
"3300009517-bin.20","3300026303-bin.14",99.93,99.93,0.51,0.93,"'o__Actinomycetales'",3.08495,96.03861003861,4.63063063063063,"'o__Actinomycetales'",1.700865,48.3796653796654,0,"65660","4766"
"3300009517-bin.21","3300026282-bin.21",99.99,99.99,0.92,0.97,"'p__Bacteroidetes'",4.185784,99.0147783251231,0,"'p__Bacteroidetes'",3.977724,96.4969896004379,1.47783251231527,"493849","19215"
"3300009517-bin.21","3300026283-bin.9",99.99,99.99,0.79,0.96,"'p__Bacteroidetes'",4.185784,99.0147783251231,0,"'p__Bacteroidetes'",3.428687,83.9737274220033,0,"493849","7813"
"3300009517-bin.21","3300026284-bin.28",100,100,1,1,"'p__Bacteroidetes'",4.185784,99.0147783251231,0,"'p__Bacteroidetes'",4.19613,99.0147783251231,0.492610837438424,"493849","247555"
"3300009517-bin.21","3300026287-bin.13",100,100,0.99,0.99,"'p__Bacteroidetes'",4.185784,99.0147783251231,0,"'p__Bacteroidetes'",4.189527,99.5073891625616,0,"493849","431849"
"3300009517-bin.21","3300026288-bin.16",100,100,0.98,1,"'p__Bacteroidetes'",4.185784,99.0147783251231,0,"'p__Bacteroidetes'",4.117668,97.0443349753695,0,"493849","178479"
"3300009517-bin.21","3300026299-bin.50",100,100,0.98,1,"'p__Bacteroidetes'",4.185784,99.0147783251231,0,"'p__Bacteroidetes'",4.096449,95.5665024630542,0,"493849","792714"
"3300009517-bin.21","3300026303-bin.42",100,100,0.99,1,"'p__Bacteroidetes'",4.185784,99.0147783251231,0,"'p__Bacteroidetes'",4.147469,98.0295566502463,0,"493849","766094"
"3300009517-bin.25","3300026283-bin.20",99.99,99.99,0.98,0.97,"'o__Actinomycetales'",4.139388,98.8648648648649,0.540540540540541,"'o__Actinomycetales'",4.155238,98.9189189189189,1.08108108108108,"106523","63016"
"3300009517-bin.25","3300026286-bin.27",99.99,99.99,0.98,0.98,"'o__Actinomycetales'",4.139388,98.8648648648649,0.540540540540541,"'o__Actinomycetales'",4.129518,98.9189189189189,0.594594594594595,"106523","103643"
"3300009517-bin.28","3300026284-bin.9",99.8,99.8,0.91,0.65,"'c__Betaproteobacteria'",3.39122,77.271372876636,1.66666666666667,"'c__Betaproteobacteria'",4.755952,99.8412698412698,0.238095238095238,"6332","130909"
"3300009517-bin.28","3300026303-bin.18",99.82,99.82,0.91,0.66,"'c__Betaproteobacteria'",3.39122,77.271372876636,1.66666666666667,"'c__Betaproteobacteria'",4.673485,99.3650793650794,0.238095238095238,"6332","123869"
"3300009517-bin.29","3300026286-bin.33",99.82,99.83,0.63,0.95,"'o__Rhizobiales'",3.589362,98.5370950888192,0.167189132706374,"'o__Rhizobiales'",2.387271,68.3210390172415,1.1952288218111,"409678","4892"
"3300009517-bin.29","3300026302-bin.42",99.99,99.99,0.97,0.99,"'o__Rhizobiales'",3.589362,98.5370950888192,0.167189132706374,"'o__Rhizobiales'",3.520126,98.2758620689655,0,"409678","116364"
"3300009517-bin.3","3300026286-bin.15",100,100,0.97,0.98,"'o__Actinomycetales'",3.662903,98.9526411657559,0.546448087431694,"'o__Actinomycetales'",3.641867,98.6486486486486,0.725868725868726,"118864","43093"
"3300009517-bin.3","3300026302-bin.19",99.99,99.99,0.95,0.99,"'o__Actinomycetales'",3.662903,98.9526411657559,0.546448087431694,"'o__Actinomycetales'",3.537019,97.2972972972973,0.648648648648649,"118864","118123"
"3300009517-bin.30","3300026282-bin.17",99.9,99.9,0.97,0.99,"'o__Flavobacteriales'",2.78366,100,0.490196078431373,"'o__Flavobacteriales'",2.748949,99.2647058823529,0.245098039215686,"310039","170194"
"3300009517-bin.30","3300026283-bin.26",99.9,99.9,0.98,0.97,"'o__Flavobacteriales'",2.78366,100,0.490196078431373,"'o__Flavobacteriales'",2.829154,99.5098039215686,0.245098039215686,"310039","230994"
"3300009517-bin.30","3300026288-bin.5",99.92,99.92,0.99,0.98,"'o__Flavobacteriales'",2.78366,100,0.490196078431373,"'o__Flavobacteriales'",2.81079,99.5098039215686,0.408496732026144,"310039","104072"
"3300009517-bin.36","3300026288-bin.17",99.98,99.98,0.95,0.9,"'k__Bacteria'",4.795255,91.1680911680912,0.427350427350427,"'k__Bacteria'",5.081691,97.4358974358974,0.56980056980057,"43942","306079"
"3300009517-bin.36","3300026302-bin.62",99.97,99.97,0.95,0.89,"'k__Bacteria'",4.795255,91.1680911680912,0.427350427350427,"'k__Bacteria'",5.174124,97.4358974358974,0.56980056980057,"43942","386936"
"3300009517-bin.37","3300026283-bin.13",100,100,0.99,0.99,"'f__Xanthomonadaceae'",3.615735,99.6059113300493,0.890804597701149,"'f__Xanthomonadaceae'",3.628147,99.7610837438423,0.890804597701149,"242245","152113"
"3300009517-bin.37","3300026288-bin.14",99.99,99.99,0.94,0.97,"'f__Xanthomonadaceae'",3.615735,99.6059113300493,0.890804597701149,"'k__Bacteria'",3.514763,83.0721003134796,0,"242245","24898"
"3300009517-bin.37","3300026302-bin.46",100,100,1,0.99,"'f__Xanthomonadaceae'",3.615735,99.6059113300493,0.890804597701149,"'f__Xanthomonadaceae'",3.641589,99.9507389162562,0.890804597701149,"242245","237239"
