locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPBBDFHD_00001	CDS	1581	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
OPBBDFHD_00002	CDS	1203				hypothetical protein
OPBBDFHD_00003	CDS	408		2.8.1.-	COG0607	Sulfurtransferase
OPBBDFHD_00004	CDS	3213	susC_1			TonB-dependent receptor SusC
OPBBDFHD_00005	CDS	1584				hypothetical protein
OPBBDFHD_00006	CDS	564				hypothetical protein
OPBBDFHD_00007	CDS	1302				hypothetical protein
OPBBDFHD_00008	CDS	1146	dadA_1	1.4.99.-		D-amino acid dehydrogenase
OPBBDFHD_00009	CDS	723	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
OPBBDFHD_00010	CDS	915	cpdA_1	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
OPBBDFHD_00011	CDS	1095				hypothetical protein
OPBBDFHD_00012	CDS	1038	pbpE_1		COG1680	Penicillin-binding protein 4*
OPBBDFHD_00013	CDS	1725	livQ_1	1.1.3.-		6'''-hydroxyparomomycin C oxidase
OPBBDFHD_00014	CDS	768		1.-.-.-		putative oxidoreductase
OPBBDFHD_00015	CDS	531				hypothetical protein
OPBBDFHD_00016	CDS	2295		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
OPBBDFHD_00017	CDS	3570				hypothetical protein
OPBBDFHD_00018	CDS	2247	susC_2			TonB-dependent receptor SusC
OPBBDFHD_00019	CDS	1365	pao	1.4.3.24		Pseudooxynicotine oxidase
OPBBDFHD_00020	CDS	657				hypothetical protein
OPBBDFHD_00021	CDS	354				hypothetical protein
OPBBDFHD_00022	CDS	345				hypothetical protein
OPBBDFHD_00023	CDS	435	cspA		COG1278	Cold shock-like protein CspA
OPBBDFHD_00024	CDS	192	cspG		COG1278	Cold shock-like protein CspG
OPBBDFHD_00025	CDS	699				hypothetical protein
OPBBDFHD_00026	CDS	393				hypothetical protein
OPBBDFHD_00027	CDS	504		2.8.1.-	COG0607	Sulfurtransferase
OPBBDFHD_00028	CDS	975				hypothetical protein
OPBBDFHD_00029	CDS	372		2.8.1.-	COG0607	Sulfurtransferase
OPBBDFHD_00030	CDS	240				hypothetical protein
OPBBDFHD_00031	CDS	300	cmtR		COG0640	HTH-type transcriptional regulator CmtR
OPBBDFHD_00032	CDS	750	arsC	3.1.3.48		Protein ArsC
OPBBDFHD_00033	CDS	333	smtB		COG0640	HTH-type transcriptional repressor SmtB
OPBBDFHD_00034	CDS	1062	acr3		COG0798	Arsenical-resistance protein Acr3
OPBBDFHD_00035	CDS	225				hypothetical protein
OPBBDFHD_00036	CDS	558	fdhC			Fructose dehydrogenase cytochrome subunit
OPBBDFHD_00037	CDS	3606				hypothetical protein
OPBBDFHD_00038	CDS	303				hypothetical protein
OPBBDFHD_00039	CDS	2808	tmoS_1	2.7.13.3		Sensor histidine kinase TmoS
OPBBDFHD_00040	CDS	1278	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
OPBBDFHD_00041	CDS	672				hypothetical protein
OPBBDFHD_00042	CDS	348				hypothetical protein
OPBBDFHD_00043	CDS	1020	ccpA_1		COG1609	Catabolite control protein A
OPBBDFHD_00044	CDS	3027	susC_3			TonB-dependent receptor SusC
OPBBDFHD_00045	CDS	1611	susD_1			Starch-binding protein SusD
OPBBDFHD_00046	CDS	861				hypothetical protein
OPBBDFHD_00047	CDS	1755				hypothetical protein
OPBBDFHD_00048	CDS	159				hypothetical protein
OPBBDFHD_00049	CDS	2196	agaA	3.2.1.22		Alpha-galactosidase AgaA
OPBBDFHD_00050	CDS	351				hypothetical protein
OPBBDFHD_00051	CDS	426				hypothetical protein
OPBBDFHD_00052	CDS	930				hypothetical protein
OPBBDFHD_00053	CDS	615	ycgM_1		COG0179	putative protein YcgM
OPBBDFHD_00054	CDS	729				hypothetical protein
OPBBDFHD_00055	CDS	3756	yliI_1	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
OPBBDFHD_00056	CDS	381				hypothetical protein
OPBBDFHD_00057	CDS	477				hypothetical protein
OPBBDFHD_00058	CDS	507	rlpA_1	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
OPBBDFHD_00059	CDS	3687	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
OPBBDFHD_00060	CDS	657	rluC_1	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
OPBBDFHD_00061	CDS	303	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
OPBBDFHD_00062	CDS	441				hypothetical protein
OPBBDFHD_00063	CDS	1494	ywaD_1	3.4.11.6	COG2234	Aminopeptidase YwaD
OPBBDFHD_00064	CDS	1290	mgl	4.4.1.11	COG0626	L-methionine gamma-lyase
OPBBDFHD_00065	CDS	702				hypothetical protein
OPBBDFHD_00066	CDS	483				hypothetical protein
OPBBDFHD_00067	CDS	1434	yccM		COG0348	Putative electron transport protein YccM
OPBBDFHD_00068	CDS	822	ccoP2		COG2010	Cbb3-type cytochrome c oxidase subunit CcoP2
OPBBDFHD_00069	CDS	198				hypothetical protein
OPBBDFHD_00070	CDS	2172	ccoN1	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
OPBBDFHD_00071	CDS	1188	galK	2.7.1.6	COG0153	Galactokinase
OPBBDFHD_00072	CDS	1623	glpD	1.1.5.3		Aerobic glycerol-3-phosphate dehydrogenase
OPBBDFHD_00073	CDS	2475	alr1	5.1.1.1	COG0787	Alanine racemase 1
OPBBDFHD_00074	CDS	1356			COG2239	Magnesium transporter MgtE
OPBBDFHD_00075	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
OPBBDFHD_00076	CDS	309		2.8.1.-	COG0607	Sulfurtransferase
OPBBDFHD_00077	CDS	792	spk1	2.7.11.1		Serine/threonine-protein kinase PK-1
OPBBDFHD_00078	CDS	606	ribE	2.5.1.9	COG0307	Riboflavin synthase
OPBBDFHD_00079	CDS	591				hypothetical protein
OPBBDFHD_00080	CDS	2445				hypothetical protein
OPBBDFHD_00081	CDS	468	decR		COG1522	DNA-binding transcriptional activator DecR
OPBBDFHD_00082	CDS	1113	ald_1	1.4.1.1		Alanine dehydrogenase
OPBBDFHD_00083	CDS	1749	phoA_1	3.1.3.1		Alkaline phosphatase
OPBBDFHD_00084	CDS	3240				hypothetical protein
OPBBDFHD_00085	CDS	240				hypothetical protein
OPBBDFHD_00086	CDS	1101	nagA_1	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
OPBBDFHD_00087	CDS	1218				hypothetical protein
OPBBDFHD_00088	CDS	2712	gyrA_1	5.99.1.3	COG0188	DNA gyrase subunit A
OPBBDFHD_00089	CDS	903	carH			HTH-type transcriptional repressor CarH
OPBBDFHD_00090	CDS	1506	carA2	1.3.99.29	COG1233	zeta-carotene-forming phytoene desaturase
OPBBDFHD_00091	CDS	837	crtB	2.5.1.99		All-trans-phytoene synthase
OPBBDFHD_00092	CDS	453				hypothetical protein
OPBBDFHD_00093	CDS	684				hypothetical protein
OPBBDFHD_00094	CDS	831				hypothetical protein
OPBBDFHD_00095	CDS	2301				hypothetical protein
OPBBDFHD_00096	CDS	975	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
OPBBDFHD_00097	CDS	765				hypothetical protein
OPBBDFHD_00098	CDS	1461	resA_1		COG0526	Thiol-disulfide oxidoreductase ResA
OPBBDFHD_00099	CDS	423	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
OPBBDFHD_00100	CDS	1371	hemN_1	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
OPBBDFHD_00101	CDS	315				hypothetical protein
OPBBDFHD_00102	CDS	432				hypothetical protein
OPBBDFHD_00103	CDS	621				hypothetical protein
OPBBDFHD_00104	CDS	1374	radA	3.6.4.-	COG1066	DNA repair protein RadA
OPBBDFHD_00105	CDS	465	lrp_1		COG1522	Leucine-responsive regulatory protein
OPBBDFHD_00106	CDS	162				hypothetical protein
OPBBDFHD_00107	CDS	240	rpmB		COG0227	50S ribosomal protein L28
OPBBDFHD_00108	CDS	822	punA	2.4.2.1		Purine nucleoside phosphorylase 1
OPBBDFHD_00109	CDS	387				hypothetical protein
OPBBDFHD_00110	CDS	882				hypothetical protein
OPBBDFHD_00111	CDS	687	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
OPBBDFHD_00112	CDS	636	gloC_1	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
OPBBDFHD_00113	CDS	3711	atoS_1	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
OPBBDFHD_00114	CDS	507				hypothetical protein
OPBBDFHD_00115	CDS	324				hypothetical protein
OPBBDFHD_00116	CDS	909	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
OPBBDFHD_00117	CDS	1008		5.1.1.8	COG3938	4-hydroxyproline 2-epimerase
OPBBDFHD_00118	CDS	1263	dadA_2	1.4.5.1	COG0665	D-amino acid dehydrogenase
