locus_tag	ftype	length_bp	gene	EC_number	COG	product
ACNHJGHF_00001	CDS	852				hypothetical protein
ACNHJGHF_00002	CDS	222				hypothetical protein
ACNHJGHF_00003	CDS	1263	hao1	1.7.2.6		Hydroxylamine oxidoreductase
ACNHJGHF_00004	CDS	3171	mexB_1		COG0841	Multidrug resistance protein MexB
ACNHJGHF_00005	CDS	1083	bepF			Efflux pump periplasmic linker BepF
ACNHJGHF_00006	CDS	2514	atsA_1	3.1.6.1	COG3119	Arylsulfatase
ACNHJGHF_00007	CDS	276				hypothetical protein
ACNHJGHF_00008	CDS	417				hypothetical protein
ACNHJGHF_00009	CDS	393				Outer membrane lipoprotein Omp16
ACNHJGHF_00010	CDS	1425	clcA_1		COG0038	H(+)/Cl(-) exchange transporter ClcA
ACNHJGHF_00011	CDS	783		2.4.2.-	COG2071	Putative glutamine amidotransferase
ACNHJGHF_00012	CDS	5139	malQ_1	2.4.1.25	COG1640	4-alpha-glucanotransferase
ACNHJGHF_00013	CDS	1845	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
ACNHJGHF_00014	CDS	2133	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
ACNHJGHF_00015	CDS	1221	glgC_1	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
ACNHJGHF_00016	CDS	3354	treS	3.2.1.1	COG0366	Trehalose synthase/amylase TreS
ACNHJGHF_00017	CDS	1935	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
ACNHJGHF_00018	CDS	927	mscS_1		COG0668	Small-conductance mechanosensitive channel
ACNHJGHF_00019	CDS	540	yusO_1			putative HTH-type transcriptional regulator YusO
ACNHJGHF_00020	CDS	639	pspA	3.1.3.3	COG0406	Phosphoserine phosphatase 1
ACNHJGHF_00021	CDS	339				hypothetical protein
ACNHJGHF_00022	CDS	2811	hsdR_1	3.1.21.3		Type-1 restriction enzyme R protein
ACNHJGHF_00023	CDS	1257				hypothetical protein
ACNHJGHF_00024	CDS	249				hypothetical protein
ACNHJGHF_00025	CDS	411				hypothetical protein
ACNHJGHF_00026	CDS	1101	yhcG_1	3.1.-.-	COG4804	Putative nuclease YhcG
ACNHJGHF_00027	CDS	1548		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
ACNHJGHF_00028	CDS	333				hypothetical protein
ACNHJGHF_00029	CDS	1284				hypothetical protein
ACNHJGHF_00030	CDS	474	cooF		COG1142	Iron-sulfur protein
ACNHJGHF_00031	CDS	1848	ydhV	1.-.-.-	COG2414	putative oxidoreductase YdhV
ACNHJGHF_00032	CDS	1251	padH	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit epsilon
ACNHJGHF_00033	CDS	255				hypothetical protein
ACNHJGHF_00034	CDS	267				hypothetical protein
ACNHJGHF_00035	CDS	1677	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
ACNHJGHF_00036	CDS	324	ybaB		COG0718	Nucleoid-associated protein YbaB
ACNHJGHF_00037	CDS	603	recR		COG0353	Recombination protein RecR
ACNHJGHF_00038	CDS	597	petA_1	1.10.2.2	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
ACNHJGHF_00039	CDS	1320	petB		COG1290	Cytochrome b
ACNHJGHF_00040	CDS	711	petC		COG2857	Ammonia monooxygenase gamma subunit
ACNHJGHF_00041	CDS	597	sspA_1		COG0625	Stringent starvation protein A
ACNHJGHF_00042	CDS	438	sspB		COG2969	Stringent starvation protein B 
ACNHJGHF_00043	CDS	135				hypothetical protein
ACNHJGHF_00044	CDS	567				hypothetical protein
ACNHJGHF_00045	CDS	1680	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
ACNHJGHF_00046	CDS	252				hypothetical protein
ACNHJGHF_00047	CDS	1467	mrpA_1		COG1009	Na(+)/H(+) antiporter subunit A
ACNHJGHF_00048	CDS	1485	mrpD_2		COG0651	Na(+)/H(+) antiporter subunit D
ACNHJGHF_00049	CDS	384	mrpC		COG1006	Na(+)/H(+) antiporter subunit C
ACNHJGHF_00050	CDS	420	mrpB		COG2111	Na(+)/H(+) antiporter subunit B
ACNHJGHF_00051	CDS	510	mrpA_2		COG1009	Na(+)/H(+) antiporter subunit A
ACNHJGHF_00052	CDS	405	mrpG_1		COG1320	Na(+)/H(+) antiporter subunit G
ACNHJGHF_00053	CDS	285	mrpF_1		COG2212	Na(+)/H(+) antiporter subunit F
ACNHJGHF_00054	CDS	480				hypothetical protein
ACNHJGHF_00055	CDS	1578	fixL_1	2.7.13.3		Sensor protein FixL
ACNHJGHF_00056	CDS	603	fixJ			Transcriptional regulatory protein FixJ
ACNHJGHF_00057	CDS	1467	nhaD_1		COG1055	Na(+)/H(+) antiporter NhaD
ACNHJGHF_00058	CDS	1011	virS_1			HTH-type transcriptional regulator VirS
ACNHJGHF_00059	CDS	1314			COG2200	putative signaling protein
ACNHJGHF_00060	CDS	876				hypothetical protein
ACNHJGHF_00061	CDS	954			COG1752	putative NTE family protein
ACNHJGHF_00062	tRNA	76				tRNA-Ala(ggc)
ACNHJGHF_00063	tRNA	76				tRNA-Glu(ttc)
ACNHJGHF_00064	CDS	480	bfr	1.16.3.1	COG2193	Bacterioferritin
ACNHJGHF_00065	CDS	453	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
ACNHJGHF_00066	CDS	477	argA_1	2.3.1.1		Amino-acid acetyltransferase
ACNHJGHF_00067	CDS	1041	czcD_1		COG1230	Cadmium, cobalt and zinc/H(+)-K(+) antiporter
ACNHJGHF_00068	CDS	2778			COG0247	putative protein
ACNHJGHF_00069	CDS	1212				hypothetical protein
ACNHJGHF_00070	CDS	954				hypothetical protein
ACNHJGHF_00071	CDS	1200				hypothetical protein
ACNHJGHF_00072	CDS	732				hypothetical protein
ACNHJGHF_00073	CDS	564				hypothetical protein
ACNHJGHF_00074	CDS	279	dnaJ1		COG0484	Chaperone protein DnaJ 1
ACNHJGHF_00075	CDS	351	sxy		COG3070	Protein Sxy
ACNHJGHF_00076	CDS	840	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
ACNHJGHF_00077	CDS	354				hypothetical protein
ACNHJGHF_00078	CDS	1413	ahcY	3.3.1.1		Adenosylhomocysteinase
ACNHJGHF_00079	CDS	375				hypothetical protein
ACNHJGHF_00080	CDS	882	rapZ		COG1660	RNase adapter protein RapZ
ACNHJGHF_00081	CDS	1245	hipO	3.5.1.32	COG1473	Hippurate hydrolase
ACNHJGHF_00082	CDS	681	tctD_1		COG0745	Transcriptional regulatory protein tctD
ACNHJGHF_00083	CDS	1497	qseC_1	2.7.13.3		Sensor protein QseC
ACNHJGHF_00084	CDS	912	cmpR			HTH-type transcriptional activator CmpR
ACNHJGHF_00085	CDS	1083	fbp_1	3.1.3.11	COG0158	Fructose-1,6-bisphosphatase class 1
ACNHJGHF_00086	CDS	876	cfxP	2.7.1.19	COG3954	Phosphoribulokinase, chromosomal
ACNHJGHF_00087	CDS	2064	tktA_1	2.2.1.1	COG0021	Transketolase 1
ACNHJGHF_00088	CDS	861	rpoH		COG0568	RNA polymerase sigma factor RpoH
ACNHJGHF_00089	CDS	471				hypothetical protein
ACNHJGHF_00090	CDS	1296				hypothetical protein
ACNHJGHF_00091	CDS	291				hypothetical protein
ACNHJGHF_00092	CDS	582				hypothetical protein
ACNHJGHF_00093	tRNA	78				tRNA-Ala(ggc)
ACNHJGHF_00094	CDS	456	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
ACNHJGHF_00095	CDS	444				hypothetical protein
ACNHJGHF_00096	CDS	411		3.1.27.3		Guanyl-specific ribonuclease St
ACNHJGHF_00097	CDS	1803	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
